SALESORDERID,HISTORY_CREATEDBY_EMPLOYEEID,HISTORY_CREATEDAT,HISTORY_CHANGEDBY_EMPLOYEEID,HISTORY_CHANGEDAT,PARTNER_PARTNERID,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS,HEADER_SALESORDERID,PRODUCT_PRODUCTID,NOTEID,CURRENCY,ITEMATPSTATUS,OPITEMPOS,QUANTITYUNIT,DELIVERYDATE,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY
500000178,15,2015-06-27,28,2015-07-11,100000033,P,I,D,500000178,HT-1073,,EUR,I,,EA,2015-12-04,85.68,72.00,13.68,3.000
500000178,15,2015-06-27,28,2015-07-11,100000033,P,I,D,500000178,HT-1080,,INR,I,,EA,2015-12-04,182.07,153.00,29.07,3.000
500000179,14,2015-06-28,27,2015-07-12,100000035,C,P,D,500000179,HT-1100,,USD,I,,EA,2015-12-04,213.96,179.80,34.16,2.000
500000179,14,2015-06-28,27,2015-07-12,100000035,C,P,D,500000179,HT-1101,,EUR,I,,EA,2015-12-04,95.08,79.90,15.18,1.000
500000180,1,2015-06-29,23,2015-07-13,100000032,X,I,I,500000180,HT-1500,,EUR,I,,EA,2015-12-04,5950.00,5000.00,950.00,1.000
500000180,1,2015-06-29,23,2015-07-13,100000032,X,I,I,500000180,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000181,18,2015-06-30,3,2015-07-14,100000035,C,P,D,500000181,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000181,18,2015-06-30,3,2015-07-14,100000035,C,P,D,500000181,HT-1106,,MXN,I,,EA,2015-12-04,40.46,34.00,6.46,1.000
500000182,10,2015-07-01,10,2015-07-15,100000032,X,I,I,500000182,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000182,10,2015-07-01,10,2015-07-15,100000032,X,I,I,500000182,HT-1031,,GBP,I,,EA,2015-12-04,1017.45,855.00,162.45,3.000
500000183,29,2015-07-02,8,2015-07-16,100000027,P,I,I,500000183,HT-1060,,EUR,I,,EA,2015-12-04,21.42,18.00,3.42,2.000
500000183,29,2015-07-02,8,2015-07-16,100000027,P,I,I,500000183,HT-1061,,EUR,I,,EA,2015-12-04,16.66,14.00,2.66,2.000
500000184,10,2015-07-03,13,2015-07-17,100000028,P,P,D,500000184,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000184,10,2015-07-03,13,2015-07-17,100000028,P,P,D,500000184,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000185,2,2015-07-04,15,2015-07-18,100000030,C,P,D,500000185,HT-1085,,DKK,I,,EA,2015-12-04,3567.62,2998.00,569.62,2.000
500000185,2,2015-07-04,15,2015-07-18,100000030,C,P,D,500000185,HT-1090,,EUR,I,,EA,2015-12-04,92.82,78.00,14.82,2.000
500000186,32,2015-07-05,15,2015-07-19,100000034,N,I,I,500000186,HT-1104,,JPY,I,,EA,2015-12-04,65.45,55.00,10.45,1.000
500000186,32,2015-07-05,15,2015-07-19,100000034,N,I,I,500000186,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000187,28,2015-07-06,15,2015-07-20,100000031,P,P,I,500000187,HT-1000,,EUR,I,,EA,2015-12-04,2275.28,1912.00,363.28,2.000
500000187,28,2015-07-06,15,2015-07-20,100000031,P,P,I,500000187,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000188,12,2015-07-07,18,2015-07-21,100000032,P,I,D,500000188,HT-1070,,ARS,I,,EA,2015-12-04,84.37,70.90,13.47,1.000
500000188,12,2015-07-07,18,2015-07-21,100000032,P,I,D,500000188,HT-1071,,ZAR,I,,EA,2015-12-04,291.67,245.10,46.57,3.000
500000189,23,2015-07-08,2,2015-07-22,100000032,N,I,I,500000189,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000189,23,2015-07-08,2,2015-07-22,100000032,N,I,I,500000189,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000190,11,2015-07-09,14,2015-07-23,100000033,P,I,I,500000190,HT-1113,,EUR,I,,EA,2015-12-04,8.21,6.90,1.31,3.000
500000190,11,2015-07-09,14,2015-07-23,100000033,P,I,I,500000190,HT-1114,,USD,I,,EA,2015-12-04,164.22,138.00,26.22,2.000
500000191,8,2015-07-10,7,2015-07-24,100000035,C,P,D,500000191,HT-1117,,EUR,I,,EA,2015-12-04,90.44,76.00,14.44,2.000
500000191,8,2015-07-10,7,2015-07-24,100000035,C,P,D,500000191,HT-1118,,ARS,I,,EA,2015-12-04,94.01,79.00,15.01,1.000
500000192,22,2015-07-11,21,2015-07-25,100000030,P,P,D,500000192,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
500000192,22,2015-07-11,21,2015-07-25,100000030,P,P,D,500000192,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000193,2,2015-07-12,13,2015-07-26,100000031,X,I,I,500000193,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000193,2,2015-07-12,13,2015-07-26,100000031,X,I,I,500000193,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000194,24,2015-07-13,21,2015-07-27,100000027,C,P,D,500000194,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000194,24,2015-07-13,21,2015-07-27,100000027,C,P,D,500000194,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000195,27,2015-07-14,1,2015-07-28,100000028,N,I,I,500000195,HT-1210,,EUR,I,,EA,2015-12-04,5709.62,4798.00,911.62,2.000
500000195,27,2015-07-14,1,2015-07-28,100000028,N,I,I,500000195,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000196,8,2015-07-15,6,2015-07-29,100000030,C,P,D,500000196,HT-1063,,BRL,I,,EA,2015-12-04,33.32,28.00,5.32,2.000
500000196,8,2015-07-15,6,2015-07-29,100000030,C,P,D,500000196,HT-1064,,CAD,I,,EA,2015-12-04,19.04,16.00,3.04,1.000
500000197,21,2015-07-16,30,2015-07-30,100000033,X,I,I,500000197,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000197,21,2015-07-16,30,2015-07-30,100000033,X,I,I,500000197,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000198,9,2015-07-17,25,2015-07-31,100000032,P,P,I,500000198,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000198,9,2015-07-17,25,2015-07-31,100000032,P,P,I,500000198,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000199,2,2015-07-18,20,2015-08-01,100000031,X,I,I,500000199,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000199,2,2015-07-18,20,2015-08-01,100000031,X,I,I,500000199,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
500000200,11,2015-07-19,10,2015-08-02,100000044,N,I,I,500000200,HT-1000,,EUR,I,,EA,2015-12-04,1137.64,956.00,181.64,1.000
500000200,11,2015-07-19,10,2015-08-02,100000044,N,I,I,500000200,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000201,25,2015-07-20,32,2015-08-03,100000036,N,I,I,500000201,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000201,25,2015-07-20,32,2015-08-03,100000036,N,I,I,500000201,HT-1031,,GBP,I,,EA,2015-12-04,339.15,285.00,54.15,1.000
500000202,2,2015-07-21,17,2015-08-04,100000038,X,I,I,500000202,HT-1040,,EUR,I,,EA,2015-12-04,2963.10,2490.00,473.10,3.000
500000202,2,2015-07-21,17,2015-08-04,100000038,X,I,I,500000202,HT-1041,,ARS,I,,EA,2015-12-04,583.10,490.00,93.10,1.000
500000203,7,2015-07-22,4,2015-08-05,100000037,C,P,D,500000203,HT-1073,,EUR,I,,EA,2015-12-04,85.68,72.00,13.68,3.000
500000203,7,2015-07-22,4,2015-08-05,100000037,C,P,D,500000203,HT-1080,,INR,I,,EA,2015-12-04,182.07,153.00,29.07,3.000
500000204,26,2015-07-23,1,2015-08-06,100000037,P,P,I,500000204,HT-1100,,USD,I,,EA,2015-12-04,213.96,179.80,34.16,2.000
500000204,26,2015-07-23,1,2015-08-06,100000037,P,P,I,500000204,HT-1101,,EUR,I,,EA,2015-12-04,95.08,79.90,15.18,1.000
500000205,4,2015-07-24,18,2015-08-07,100000042,C,P,D,500000205,HT-1500,,EUR,I,,EA,2015-12-04,5950.00,5000.00,950.00,1.000
500000205,4,2015-07-24,18,2015-08-07,100000042,C,P,D,500000205,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000206,6,2015-07-25,13,2015-08-08,100000044,C,P,D,500000206,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000206,6,2015-07-25,13,2015-08-08,100000044,C,P,D,500000206,HT-1106,,MXN,I,,EA,2015-12-04,40.46,34.00,6.46,1.000
500000207,7,2015-07-26,10,2015-08-09,100000041,P,P,I,500000207,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000207,7,2015-07-26,10,2015-08-09,100000041,P,P,I,500000207,HT-1031,,GBP,I,,EA,2015-12-04,1017.45,855.00,162.45,3.000
500000208,15,2015-07-27,10,2015-08-10,100000043,P,I,I,500000208,HT-1060,,EUR,I,,EA,2015-12-04,21.42,18.00,3.42,2.000
500000208,15,2015-07-27,10,2015-08-10,100000043,P,I,I,500000208,HT-1061,,EUR,I,,EA,2015-12-04,16.66,14.00,2.66,2.000
500000209,24,2015-07-28,5,2015-08-11,100000044,C,P,D,500000209,HT-1040,,EUR,I,,EA,2015-12-04,1975.40,1660.00,315.40,2.000
500000209,24,2015-07-28,5,2015-08-11,100000044,C,P,D,500000209,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000210,21,2015-07-29,3,2015-08-12,100000036,C,P,D,500000210,HT-1070,,ARS,I,,EA,2015-12-04,168.74,141.80,26.94,2.000
500000210,21,2015-07-29,3,2015-08-12,100000036,C,P,D,500000210,HT-1071,,ZAR,I,,EA,2015-12-04,194.45,163.40,31.05,2.000
500000211,2,2015-07-30,26,2015-08-13,100000041,X,I,I,500000211,HT-1104,,JPY,I,,EA,2015-12-04,65.45,55.00,10.45,1.000
500000211,2,2015-07-30,26,2015-08-13,100000041,X,I,I,500000211,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000212,22,2015-07-31,18,2015-08-14,100000038,C,P,D,500000212,HT-1000,,EUR,I,,EA,2015-12-04,2275.28,1912.00,363.28,2.000
500000212,22,2015-07-31,18,2015-08-14,100000038,C,P,D,500000212,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000213,1,2015-08-01,10,2015-08-15,100000037,P,I,I,500000213,HT-1022,,ARS,I,,EA,2015-12-04,243.95,205.00,38.95,1.000
500000213,1,2015-08-01,10,2015-08-15,100000037,P,I,I,500000213,HT-1023,,USD,I,,EA,2015-12-04,853.23,717.00,136.23,3.000
500000214,24,2015-08-02,31,2015-08-16,100000037,P,P,D,500000214,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000214,24,2015-08-02,31,2015-08-16,100000037,P,P,D,500000214,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000215,3,2015-08-03,1,2015-08-17,100000042,X,I,I,500000215,HT-1055,,EUR,I,,EA,2015-12-04,353.43,297.00,56.43,3.000
500000215,3,2015-08-03,1,2015-08-17,100000042,X,I,I,500000215,HT-1056,,JPY,I,,EA,2015-12-04,283.22,238.00,45.22,2.000
500000216,24,2015-08-04,21,2015-08-18,100000041,N,I,I,500000216,HT-1067,,EUR,I,,EA,2015-12-04,8.33,7.00,1.33,2.000
500000216,24,2015-08-04,21,2015-08-18,100000041,N,I,I,500000216,HT-1068,,USD,I,,EA,2015-12-04,4.17,3.50,0.67,1.000
500000217,3,2015-08-05,8,2015-08-19,100000038,X,I,I,500000217,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
500000217,3,2015-08-05,8,2015-08-19,100000038,X,I,I,500000217,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000218,21,2015-08-06,16,2015-08-20,100000036,N,I,I,500000218,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000218,21,2015-08-06,16,2015-08-20,100000036,N,I,I,500000218,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000219,13,2015-08-07,15,2015-08-21,100000043,P,I,I,500000219,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000219,13,2015-08-07,15,2015-08-21,100000043,P,I,I,500000219,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000220,15,2015-08-08,20,2015-08-22,100000044,P,I,I,500000220,HT-1082,,ARS,I,,EA,2015-12-04,402.22,338.00,64.22,2.000
500000220,15,2015-08-08,20,2015-08-22,100000044,P,I,I,500000220,HT-1083,,CNY,I,,EA,2015-12-04,1237.60,1040.00,197.60,2.000
500000221,18,2015-08-09,18,2015-08-23,100000036,N,I,I,500000221,HT-1113,,EUR,I,,EA,2015-12-04,5.47,4.60,0.87,2.000
500000221,18,2015-08-09,18,2015-08-23,100000036,N,I,I,500000221,HT-1114,,USD,I,,EA,2015-12-04,82.11,69.00,13.11,1.000
500000222,30,2015-08-10,28,2015-08-24,100000037,X,I,I,500000222,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000222,30,2015-08-10,28,2015-08-24,100000037,X,I,I,500000222,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000223,13,2015-08-11,27,2015-08-25,100000042,N,I,I,500000223,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000223,13,2015-08-11,27,2015-08-25,100000042,N,I,I,500000223,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000224,21,2015-08-12,2,2015-08-26,100000038,C,P,D,500000224,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000224,21,2015-08-12,2,2015-08-26,100000038,C,P,D,500000224,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
500000225,3,2015-08-13,6,2015-08-27,100000044,X,I,I,500000225,HT-1000,,EUR,I,,EA,2015-12-04,1137.64,956.00,181.64,1.000
500000225,3,2015-08-13,6,2015-08-27,100000044,X,I,I,500000225,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000226,17,2015-08-14,24,2015-08-28,100000044,N,I,I,500000226,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000226,17,2015-08-14,24,2015-08-28,100000044,N,I,I,500000226,HT-1031,,GBP,I,,EA,2015-12-04,339.15,285.00,54.15,1.000
500000227,21,2015-08-15,33,2015-08-29,100000044,X,I,I,500000227,HT-1040,,EUR,I,,EA,2015-12-04,2963.10,2490.00,473.10,3.000
500000227,21,2015-08-15,33,2015-08-29,100000044,X,I,I,500000227,HT-1041,,ARS,I,,EA,2015-12-04,583.10,490.00,93.10,1.000
500000228,23,2015-08-16,12,2015-08-30,100000042,C,P,D,500000228,HT-1073,,EUR,I,,EA,2015-12-04,85.68,72.00,13.68,3.000
500000228,23,2015-08-16,12,2015-08-30,100000042,C,P,D,500000228,HT-1080,,INR,I,,EA,2015-12-04,182.07,153.00,29.07,3.000
500000229,30,2015-08-17,23,2015-08-31,100000041,N,I,I,500000229,HT-1100,,USD,I,,EA,2015-12-04,213.96,179.80,34.16,2.000
500000229,30,2015-08-17,23,2015-08-31,100000041,N,I,I,500000229,HT-1101,,EUR,I,,EA,2015-12-04,95.08,79.90,15.18,1.000
500000230,24,2015-08-18,11,2015-09-01,100000037,X,I,I,500000230,HT-1500,,EUR,I,,EA,2015-12-04,5950.00,5000.00,950.00,1.000
500000230,24,2015-08-18,11,2015-09-01,100000037,X,I,I,500000230,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000231,19,2015-08-19,29,2015-09-02,100000041,N,I,I,500000231,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000231,19,2015-08-19,29,2015-09-02,100000041,N,I,I,500000231,HT-1106,,MXN,I,,EA,2015-12-04,40.46,34.00,6.46,1.000
500000232,3,2015-08-20,26,2015-09-03,100000037,N,I,I,500000232,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000232,3,2015-08-20,26,2015-09-03,100000037,N,I,I,500000232,HT-1031,,GBP,I,,EA,2015-12-04,1017.45,855.00,162.45,3.000
500000233,31,2015-08-21,3,2015-09-04,100000043,C,P,D,500000233,HT-1060,,EUR,I,,EA,2015-12-04,21.42,18.00,3.42,2.000
500000233,31,2015-08-21,3,2015-09-04,100000043,C,P,D,500000233,HT-1061,,EUR,I,,EA,2015-12-04,16.66,14.00,2.66,2.000
500000234,3,2015-08-22,21,2015-09-05,100000044,X,I,I,500000234,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000234,3,2015-08-22,21,2015-09-05,100000044,X,I,I,500000234,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000235,1,2015-08-23,16,2015-09-06,100000036,N,I,I,500000235,HT-1085,,DKK,I,,EA,2015-12-04,3567.62,2998.00,569.62,2.000
500000235,1,2015-08-23,16,2015-09-06,100000036,N,I,I,500000235,HT-1090,,EUR,I,,EA,2015-12-04,92.82,78.00,14.82,2.000
500000236,32,2015-08-24,18,2015-09-07,100000044,N,I,I,500000236,HT-1104,,JPY,I,,EA,2015-12-04,65.45,55.00,10.45,1.000
500000236,32,2015-08-24,18,2015-09-07,100000044,N,I,I,500000236,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000237,30,2015-08-25,12,2015-09-08,100000038,C,P,D,500000237,HT-1000,,EUR,I,,EA,2015-12-04,2275.28,1912.00,363.28,2.000
500000237,30,2015-08-25,12,2015-09-08,100000038,C,P,D,500000237,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000238,7,2015-08-26,4,2015-09-09,100000037,P,P,I,500000238,HT-1070,,ARS,I,,EA,2015-12-04,84.37,70.90,13.47,1.000
500000238,7,2015-08-26,4,2015-09-09,100000037,P,P,I,500000238,HT-1071,,ZAR,I,,EA,2015-12-04,291.67,245.10,46.57,3.000
500000239,12,2015-08-27,24,2015-09-10,100000037,P,I,D,500000239,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000239,12,2015-08-27,24,2015-09-10,100000037,P,I,D,500000239,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000240,23,2015-08-28,14,2015-09-11,100000042,X,I,I,500000240,HT-1113,,EUR,I,,EA,2015-12-04,8.21,6.90,1.31,3.000
500000240,23,2015-08-28,14,2015-09-11,100000042,X,I,I,500000240,HT-1114,,USD,I,,EA,2015-12-04,164.22,138.00,26.22,2.000
500000241,17,2015-08-29,30,2015-09-12,100000041,P,I,D,500000241,HT-1117,,EUR,I,,EA,2015-12-04,90.44,76.00,14.44,2.000
500000241,17,2015-08-29,30,2015-09-12,100000041,P,I,D,500000241,HT-1118,,ARS,I,,EA,2015-12-04,94.01,79.00,15.01,1.000
500000242,31,2015-08-30,14,2015-09-13,100000036,N,I,I,500000242,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
500000242,31,2015-08-30,14,2015-09-13,100000036,N,I,I,500000242,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000243,3,2015-08-31,30,2015-09-14,100000038,X,I,I,500000243,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000243,3,2015-08-31,30,2015-09-14,100000038,X,I,I,500000243,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000244,17,2015-09-01,22,2015-09-15,100000043,X,I,I,500000244,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000244,17,2015-09-01,22,2015-09-15,100000043,X,I,I,500000244,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000245,17,2015-09-02,6,2015-09-16,100000044,X,I,I,500000245,HT-1210,,EUR,I,,EA,2015-12-04,5709.62,4798.00,911.62,2.000
500000245,17,2015-09-02,6,2015-09-16,100000044,X,I,I,500000245,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000246,26,2015-09-03,8,2015-09-17,100000036,N,I,I,500000246,HT-1063,,BRL,I,,EA,2015-12-04,33.32,28.00,5.32,2.000
500000246,26,2015-09-03,8,2015-09-17,100000036,N,I,I,500000246,HT-1064,,CAD,I,,EA,2015-12-04,19.04,16.00,3.04,1.000
500000247,30,2015-09-04,6,2015-09-18,100000042,P,I,D,500000247,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000247,30,2015-09-04,6,2015-09-18,100000042,P,I,D,500000247,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000248,19,2015-09-05,14,2015-09-19,100000037,X,I,I,500000248,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000248,19,2015-09-05,14,2015-09-19,100000037,X,I,I,500000248,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000249,28,2015-09-06,6,2015-09-20,100000038,C,P,D,500000249,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000249,28,2015-09-06,6,2015-09-20,100000038,C,P,D,500000249,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
500000250,9,2015-09-07,3,2015-09-21,100000000,N,I,I,500000250,HT-1000,,EUR,I,,EA,2015-12-04,1137.64,956.00,181.64,1.000
500000250,9,2015-09-07,3,2015-09-21,100000000,N,I,I,500000250,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000251,15,2015-09-08,19,2015-09-22,100000002,C,P,D,500000251,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000251,15,2015-09-08,19,2015-09-22,100000002,C,P,D,500000251,HT-1031,,GBP,I,,EA,2015-12-04,339.15,285.00,54.15,1.000
500000252,17,2015-09-09,10,2015-09-23,100000005,N,I,I,500000252,HT-1040,,EUR,I,,EA,2015-12-04,2963.10,2490.00,473.10,3.000
500000252,17,2015-09-09,10,2015-09-23,100000005,N,I,I,500000252,HT-1041,,ARS,I,,EA,2015-12-04,583.10,490.00,93.10,1.000
500000253,23,2015-09-10,26,2015-09-24,100000006,C,P,D,500000253,HT-1073,,EUR,I,,EA,2015-12-04,85.68,72.00,13.68,3.000
500000253,23,2015-09-10,26,2015-09-24,100000006,C,P,D,500000253,HT-1080,,INR,I,,EA,2015-12-04,182.07,153.00,29.07,3.000
500000254,4,2015-09-11,27,2015-09-25,100000006,X,I,I,500000254,HT-1100,,USD,I,,EA,2015-12-04,213.96,179.80,34.16,2.000
500000254,4,2015-09-11,27,2015-09-25,100000006,X,I,I,500000254,HT-1101,,EUR,I,,EA,2015-12-04,95.08,79.90,15.18,1.000
500000255,29,2015-09-12,14,2015-09-26,100000008,C,P,D,500000255,HT-1500,,EUR,I,,EA,2015-12-04,5950.00,5000.00,950.00,1.000
500000255,29,2015-09-12,14,2015-09-26,100000008,C,P,D,500000255,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000256,25,2015-09-13,18,2015-09-27,100000003,N,I,I,500000256,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000256,25,2015-09-13,18,2015-09-27,100000003,N,I,I,500000256,HT-1106,,MXN,I,,EA,2015-12-04,40.46,34.00,6.46,1.000
500000257,30,2015-09-14,10,2015-09-28,100000004,P,I,D,500000257,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000257,30,2015-09-14,10,2015-09-28,100000004,P,I,D,500000257,HT-1031,,GBP,I,,EA,2015-12-04,1017.45,855.00,162.45,3.000
500000258,6,2015-09-15,5,2015-09-29,100000009,C,P,D,500000258,HT-1060,,EUR,I,,EA,2015-12-04,21.42,18.00,3.42,2.000
500000258,6,2015-09-15,5,2015-09-29,100000009,C,P,D,500000258,HT-1061,,EUR,I,,EA,2015-12-04,16.66,14.00,2.66,2.000
500000259,14,2015-09-16,15,2015-09-30,100000000,X,I,I,500000259,HT-1040,,EUR,I,,EA,2015-12-04,1975.40,1660.00,315.40,2.000
500000259,14,2015-09-16,15,2015-09-30,100000000,X,I,I,500000259,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000260,8,2015-09-17,27,2015-10-01,100000002,C,P,D,500000260,HT-1070,,ARS,I,,EA,2015-12-04,168.74,141.80,26.94,2.000
500000260,8,2015-09-17,27,2015-10-01,100000002,C,P,D,500000260,HT-1071,,ZAR,I,,EA,2015-12-04,194.45,163.40,31.05,2.000
500000261,22,2015-09-18,9,2015-10-02,100000004,C,P,D,500000261,HT-1104,,JPY,I,,EA,2015-12-04,65.45,55.00,10.45,1.000
500000261,22,2015-09-18,9,2015-10-02,100000004,C,P,D,500000261,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000262,4,2015-09-19,6,2015-10-03,100000005,X,I,I,500000262,HT-1000,,EUR,I,,EA,2015-12-04,2275.28,1912.00,363.28,2.000
500000262,4,2015-09-19,6,2015-10-03,100000005,X,I,I,500000262,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000263,25,2015-09-20,14,2015-10-04,100000006,X,I,I,500000263,HT-1022,,ARS,I,,EA,2015-12-04,243.95,205.00,38.95,1.000
500000263,25,2015-09-20,14,2015-10-04,100000006,X,I,I,500000263,HT-1023,,USD,I,,EA,2015-12-04,853.23,717.00,136.23,3.000
500000264,24,2015-09-21,6,2015-10-05,100000006,X,I,I,500000264,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000264,24,2015-09-21,6,2015-10-05,100000006,X,I,I,500000264,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000265,9,2015-09-22,31,2015-10-06,100000008,P,P,I,500000265,HT-1055,,EUR,I,,EA,2015-12-04,353.43,297.00,56.43,3.000
500000265,9,2015-09-22,31,2015-10-06,100000008,P,P,I,500000265,HT-1056,,JPY,I,,EA,2015-12-04,283.22,238.00,45.22,2.000
500000266,33,2015-09-23,6,2015-10-07,100000004,P,P,D,500000266,HT-1067,,EUR,I,,EA,2015-12-04,8.33,7.00,1.33,2.000
500000266,33,2015-09-23,6,2015-10-07,100000004,P,P,D,500000266,HT-1068,,USD,I,,EA,2015-12-04,4.17,3.50,0.67,1.000
500000267,20,2015-09-24,18,2015-10-08,100000005,P,P,I,500000267,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
